step,loss,batch_accuracy,wall_clock_s
0,2.6288,0.031,0.01
10,2.6972,0.031,0.03
20,2.4931,0.062,0.05
30,2.4379,0.062,0.07
40,2.3706,0.094,0.09
50,2.3489,0.094,0.11
60,2.3121,0.094,0.13
70,2.2587,0.094,0.15
80,2.1839,0.156,0.17
90,2.1442,0.156,0.19
100,2.0994,0.219,0.21
110,2.0875,0.25,0.23
120,2.061,0.281,0.25
130,2.0457,0.219,0.27
140,2.0202,0.219,0.29
150,1.9971,0.219,0.31
160,1.9738,0.188,0.33
170,1.9894,0.281,0.35
180,1.9284,0.281,0.37
190,1.91,0.375,0.38
200,1.8867,0.344,0.4
210,1.8612,0.344,0.42
220,1.8401,0.344,0.44
230,2.0567,0.281,0.46
240,1.7862,0.344,0.48
250,1.7663,0.344,0.5
260,1.7604,0.344,0.52
270,1.7407,0.344,0.54
280,1.7262,0.344,0.56
290,1.7025,0.344,0.58
300,2.1942,0.25,0.6
310,1.6888,0.375,0.62
320,1.7524,0.344,0.64
330,1.6608,0.344,0.66
340,1.5977,0.375,0.68
350,1.5922,0.375,0.7
360,1.6075,0.406,0.72
370,1.5538,0.406,0.73
380,1.5687,0.375,0.75
390,1.5382,0.375,0.77
400,1.5276,0.375,0.79
410,1.568,0.375,0.81
420,1.5573,0.438,0.83
430,1.5142,0.406,0.85
440,1.4928,0.375,0.87
450,1.4881,0.438,0.89
460,1.4735,0.438,0.91
470,1.5539,0.406,0.93
480,1.505,0.469,0.95
490,1.4586,0.438,0.97
500,1.4402,0.5,0.98
510,1.4008,0.531,1.0
520,1.4454,0.5,1.02
530,1.3895,0.406,1.04
540,1.915,0.344,1.06
550,1.835,0.344,1.08
560,1.3452,0.5,1.1
570,1.3914,0.5,1.12
580,1.4221,0.531,1.14
590,1.5576,0.5,1.16
600,1.3037,0.469,1.18
610,1.3005,0.469,1.2
620,1.3684,0.531,1.22
630,1.2554,0.562,1.24
640,1.2617,0.531,1.26
650,1.4315,0.5,1.28
660,1.2502,0.562,1.3
670,1.2073,0.594,1.31
680,1.3172,0.5,1.33
690,1.3313,0.531,1.35
700,1.1889,0.656,1.37
710,1.205,0.594,1.39
720,1.1907,0.594,1.41
730,1.2686,0.594,1.43
740,1.2063,0.594,1.45
750,1.1634,0.656,1.47
760,1.1818,0.594,1.49
770,1.11,0.562,1.51
780,1.095,0.688,1.53
790,1.1531,0.625,1.55
800,1.1177,0.625,1.65
810,1.5485,0.469,1.67
820,1.0518,0.656,1.69
830,1.0476,0.656,1.71
840,1.0815,0.625,1.73
850,1.0945,0.625,1.75
860,1.1355,0.531,1.77
870,1.2146,0.5,1.79
880,1.04,0.656,1.81
890,1.43,0.438,1.83
900,1.4302,0.5,1.85
910,1.3936,0.562,1.87
920,1.3486,0.531,1.89
930,1.2921,0.562,1.9
940,1.3475,0.531,1.92
950,1.2956,0.5,1.94
960,1.4056,0.5,1.96
970,1.1493,0.594,1.98
980,1.1479,0.594,2.0
990,1.1194,0.594,2.02
1000,2.2535,0.344,2.04
1010,1.4582,0.469,2.06
1020,1.2899,0.5,2.08
1030,1.0934,0.594,2.1
1040,1.0442,0.625,2.12
1050,1.0414,0.625,2.14
1060,1.583,0.375,2.16
1070,1.1891,0.625,2.18
1080,1.0092,0.625,2.2
1090,0.9917,0.656,2.21
1100,0.9689,0.656,2.23
1110,1.2049,0.562,2.25
1120,1.0806,0.656,2.27
1130,1.1781,0.562,2.29
1140,0.9119,0.656,2.31
1150,1.0232,0.594,2.33
1160,1.066,0.594,2.35
1170,1.6933,0.5,2.37
1180,1.0284,0.625,2.39
1190,0.976,0.688,2.41
1200,0.9852,0.75,2.43
1210,2.6173,0.25,2.45
1220,0.9975,0.75,2.47
1230,0.9363,0.719,2.49
1240,0.9408,0.719,2.51
1250,0.9362,0.719,2.53
1260,0.9048,0.719,2.54
1270,0.886,0.75,2.56
1280,0.931,0.688,2.58
1290,0.995,0.656,2.6
1300,0.8078,0.719,2.62
1310,0.8515,0.75,2.64
1320,0.793,0.75,2.66
1330,0.8029,0.719,2.68
1340,0.8183,0.75,2.7
1350,1.0758,0.594,2.72
1360,0.8383,0.719,2.74
1370,1.0023,0.656,2.76
1380,0.9355,0.719,2.78
1390,0.8415,0.75,2.8
1400,0.8447,0.75,2.82
1410,0.7049,0.75,2.84
1420,0.7043,0.75,2.86
1430,0.7377,0.719,2.88
1440,0.7181,0.75,2.89
1450,0.673,0.75,2.91
1460,0.696,0.75,2.93
1470,0.6674,0.75,2.95
1480,0.705,0.75,2.97
1490,0.6377,0.781,2.99
1500,0.6984,0.781,3.01
1510,0.6365,0.781,3.03
1520,0.6246,0.844,3.05
1530,0.6192,0.844,3.07
1540,0.6088,0.812,3.09
1550,0.6241,0.844,3.11
1560,0.6375,0.812,3.13
1570,0.5876,0.875,3.15
1580,1.0991,0.625,3.17
1590,2.4526,0.219,3.19
1600,1.826,0.5,3.21
1610,2.5746,0.281,3.23
1620,0.9526,0.688,3.24
1630,0.8015,0.781,3.26
1640,1.0798,0.656,3.28
1650,0.7782,0.75,3.3
1660,0.7033,0.75,3.32
1670,0.6895,0.75,3.34
1680,0.7201,0.781,3.36
1690,0.8348,0.719,3.38
1700,0.6646,0.781,3.4
1710,0.5782,0.812,3.42
1720,0.5637,0.844,3.44
1730,0.5566,0.906,3.46
1740,0.5475,0.906,3.48
1750,0.5438,0.906,3.49
1760,0.5328,0.906,3.51
1770,1.5213,0.5,3.53
1780,0.5402,0.906,3.55
1790,0.5281,0.906,3.57
1800,0.5236,0.906,3.59
1810,0.5173,0.906,3.61
1820,0.5107,0.906,3.63
1830,1.168,0.469,3.65
1840,0.5378,0.812,3.67
1850,0.5211,0.875,3.69
1860,0.5105,0.906,3.71
1870,0.5051,0.906,3.73
1880,0.4992,0.906,3.75
1890,0.4937,0.906,3.77
1900,0.4886,0.906,3.79
1910,0.4836,0.906,3.81
1920,0.4786,0.906,3.82
1930,0.4844,0.906,3.84
1940,0.4769,0.906,3.86
1950,0.7728,0.625,3.88
1960,1.1528,0.656,3.9
1970,0.4827,0.906,3.92
1980,0.4634,0.906,3.94
1990,0.4741,0.906,3.96
2000,0.4617,0.906,3.98
2010,0.4542,0.906,4.0
2020,0.4495,0.906,4.02
2030,0.4414,0.906,4.04
2040,0.4345,0.906,4.06
2050,0.434,0.906,4.08
2060,0.5097,0.844,4.1
2070,0.4283,0.906,4.12
2080,0.4169,0.906,4.14
2090,0.414,0.906,4.16
2100,0.4255,0.906,4.18
2110,0.4146,0.906,4.2
2120,0.4563,0.875,4.22
2130,0.402,0.906,4.24
2140,0.5457,0.812,4.25
2150,0.3976,0.906,4.27
2160,0.3873,0.906,4.29
2170,0.3933,0.906,4.31
2180,0.3911,0.906,4.33
2190,0.3879,0.906,4.35
2200,0.3734,0.906,4.37
2210,0.3711,0.906,4.39
2220,0.3711,0.906,4.41
2230,0.3748,0.906,4.43
2240,0.366,0.906,4.45
2250,0.3639,0.906,4.47
2260,0.3596,0.906,4.49
2270,0.3644,0.906,4.51
2280,0.3632,0.938,4.53
2290,0.3463,0.938,4.55
2300,0.3462,0.938,4.57
2310,0.3564,0.906,4.59
2320,0.3507,0.906,4.61
2330,0.3918,0.906,4.62
2340,0.4022,0.906,4.64
2350,0.3947,0.938,4.66
2360,0.9086,0.688,4.68
2370,3.6329,0.156,4.7
2380,3.0612,0.125,4.72
2390,2.6831,0.094,4.74
2400,2.4656,0.281,4.76
2410,2.31,0.25,4.78
2420,2.2704,0.25,4.8
2430,2.1363,0.281,4.82
2440,2.1107,0.25,4.84
2450,1.9538,0.344,4.86
2460,1.9757,0.344,4.88
2470,1.8694,0.375,4.9
2480,1.8353,0.375,4.92
2490,1.777,0.375,4.94
2500,1.7264,0.406,4.96
2510,1.6863,0.469,4.98
2520,1.6483,0.469,4.99
2530,1.5834,0.438,5.01
2540,1.5264,0.406,5.03
2550,1.4931,0.406,5.05
2560,1.4611,0.469,5.07
2570,1.5233,0.5,5.09
2580,1.3837,0.562,5.11
2590,1.4047,0.531,5.13
2600,1.3905,0.531,5.15
2610,1.3479,0.562,5.17
2620,1.282,0.562,5.19
2630,1.4112,0.5,5.21
2640,1.2997,0.531,5.23
2650,1.2313,0.594,5.25
2660,1.8105,0.438,5.27
2670,1.1319,0.625,5.29
2680,1.1686,0.594,5.3
2690,1.097,0.719,5.32
2700,1.0589,0.688,5.34
2710,1.0722,0.688,5.36
2720,1.0419,0.688,5.38
2730,1.0265,0.688,5.4
2740,1.0126,0.688,5.42
2750,1.0005,0.688,5.44
2760,0.9897,0.688,5.46
2770,0.9802,0.688,5.48
2780,0.9714,0.688,5.5
2790,0.9629,0.719,5.52
2800,0.9545,0.719,5.54
2810,0.946,0.719,5.56
2820,0.9385,0.719,5.58
2830,0.9192,0.688,5.6
2840,3.6373,0.188,5.62
2850,2.3102,0.375,5.63
2860,2.0043,0.438,5.65
2870,2.2843,0.344,5.67
2880,1.76,0.375,5.69
2890,3.1202,0.188,5.71
2900,2.8068,0.188,5.73
2910,2.6913,0.125,5.75
2920,2.1415,0.25,5.77
2930,2.2971,0.312,5.79
2940,1.4445,0.438,5.81
2950,1.3408,0.562,5.83
2960,1.2432,0.656,5.85
2970,1.3195,0.5,5.87
2980,1.2006,0.719,5.89
2990,1.0655,0.719,5.91
3000,2.0016,0.188,5.93
3010,2.333,0.25,5.95
3020,1.4921,0.375,5.97
3030,1.642,0.406,5.98
3040,1.417,0.562,6.0
3050,1.192,0.594,6.02
3060,1.6376,0.375,6.04
3070,1.9331,0.375,6.06
3080,1.4394,0.469,6.08
3090,1.3309,0.5,6.1
3100,1.2691,0.562,6.12
3110,1.3019,0.469,6.14
3120,1.9226,0.469,6.16
3130,1.3681,0.531,6.18
3140,1.1344,0.625,6.2
3150,1.1888,0.531,6.22
3160,1.295,0.5,6.24
3170,1.1156,0.562,6.26
3180,1.0727,0.594,6.28
3190,1.1689,0.562,6.3
3200,1.0643,0.625,6.32
3210,1.0587,0.562,6.34
3220,1.3344,0.531,6.35
3230,0.9991,0.688,6.37
3240,1.1279,0.625,6.39
3250,0.9464,0.719,6.41
3260,1.1116,0.562,6.43
3270,1.4562,0.406,6.45
3280,0.9785,0.656,6.47
3290,0.9298,0.719,6.49
3300,1.7928,0.438,6.51
3310,1.1879,0.562,6.53
3320,0.8817,0.75,6.55
3330,0.891,0.625,6.57
3340,0.9428,0.656,6.59
3350,0.8815,0.688,6.61
3360,1.3135,0.469,6.63
3370,0.8538,0.75,6.65
3380,0.8421,0.688,6.67
3390,1.9341,0.438,6.69
3400,1.5341,0.5,6.71
3410,1.3673,0.5,6.73
3420,1.2001,0.625,6.75
3430,0.9345,0.688,6.76
3440,1.128,0.594,6.78
3450,0.8839,0.688,6.8
3460,0.8857,0.75,6.82
3470,0.8126,0.719,6.84
3480,0.8135,0.719,6.86
3490,0.8157,0.656,6.88
3500,0.9255,0.719,6.9
3510,1.1652,0.562,6.92
3520,0.7841,0.719,6.94
3530,0.8893,0.656,6.96
3540,0.7801,0.812,6.98
3550,0.6711,0.781,7.0
3560,0.7552,0.656,7.02
3570,0.7042,0.812,7.04
3580,0.6716,0.781,7.06
3590,0.699,0.75,7.08
3600,0.5964,0.812,7.1
3610,0.6125,0.812,7.12
3620,0.8797,0.656,7.14
3630,0.5752,0.906,7.16
3640,0.6951,0.75,7.18
3650,0.6803,0.719,7.2
3660,0.6737,0.812,7.22
3670,0.5676,0.812,7.24
3680,0.5124,0.906,7.26
3690,0.9003,0.656,7.27
3700,0.4903,0.875,7.29
3710,1.0786,0.594,7.31
3720,0.5266,0.75,7.33
3730,0.6355,0.812,7.35
3740,0.6156,0.781,7.37
3750,0.4912,0.969,7.39
3760,0.461,0.969,7.41
3770,0.4437,0.938,7.43
3780,0.4985,0.875,7.45
3790,0.4379,0.938,7.47
3800,0.515,0.906,7.49
3810,0.4315,0.969,7.51
3820,0.6466,0.812,7.53
3830,0.4326,0.969,7.55
3840,0.4169,0.938,7.57
3850,0.4104,0.938,7.59
3860,0.4052,0.938,7.61
3870,0.4005,0.938,7.63
3880,0.3999,0.938,7.64
3890,0.4008,0.938,7.66
3900,0.3947,0.969,7.68
3910,0.3874,0.938,7.7
3920,0.3899,0.938,7.72
3930,0.5915,0.875,7.74
3940,0.7106,0.656,7.76
3950,0.3927,0.969,7.78
3960,0.3732,0.938,7.8
3970,0.3617,0.969,7.82
3980,1.2959,0.562,7.84
3990,0.3597,0.969,7.86
4000,0.35,0.969,7.88
4010,0.3451,0.969,7.9
4020,0.3471,0.969,7.92
4030,0.341,0.969,7.94
4040,0.3378,0.969,7.96
4050,0.336,0.969,7.98
4060,0.3485,0.938,8.0
4070,1.0315,0.719,8.02
4080,0.9181,0.75,8.04
4090,0.8862,0.75,8.06
4100,0.8406,0.812,8.08
4110,0.7237,0.844,8.1
4120,0.6388,0.812,8.12
4130,1.8818,0.438,8.13
4140,0.8944,0.812,8.15
4150,1.0532,0.688,8.17
4160,0.6558,0.781,8.19
4170,0.5508,0.906,8.21
4180,0.5521,0.906,8.23
4190,0.7736,0.688,8.25
4200,1.0629,0.688,8.27
4210,1.0089,0.625,8.29
4220,0.5342,0.875,8.31
4230,0.5024,0.938,8.33
4240,0.5877,0.875,8.35
4250,0.5018,0.938,8.37
4260,0.5081,0.906,8.39
4270,0.544,0.781,8.41
4280,0.527,0.844,8.43
4290,0.5158,0.844,8.45
4300,0.9167,0.625,8.47
4310,0.7244,0.75,8.49
4320,0.5508,0.844,8.51
4330,0.5095,0.844,8.53
4340,0.4866,0.906,8.55
4350,0.4856,0.906,8.57
4360,0.4458,0.969,8.59
4370,0.4449,0.938,8.61
4380,0.4293,0.969,8.62
4390,0.4342,0.938,8.64
4400,0.3476,1.0,8.66
4410,0.3075,1.0,8.68
4420,0.3175,1.0,8.7
4430,0.2988,1.0,8.72
4440,0.3065,1.0,8.74
4450,0.3175,1.0,8.76
4460,0.4496,0.875,8.78
4470,0.3156,1.0,8.8
4480,0.3348,0.938,8.82
4490,0.2787,1.0,8.84
4500,0.2731,1.0,8.86
4510,0.269,1.0,8.88
4520,0.2668,1.0,8.9
4530,0.4381,0.781,8.92
4540,0.2701,1.0,8.94
4550,0.2625,1.0,8.96
4560,0.2582,1.0,8.98
4570,0.2548,1.0,9.0
4580,0.2517,1.0,9.02
4590,0.2489,1.0,9.04
4600,0.2463,1.0,9.06
4610,0.2438,1.0,9.08
4620,0.2512,0.969,9.1
4630,0.9713,0.688,9.12
4640,0.3093,0.906,9.14
4650,0.2418,1.0,9.15
4660,0.2373,1.0,9.17
4670,0.2347,1.0,9.19
4680,0.2324,1.0,9.21
4690,0.2304,1.0,9.23
4700,0.2284,1.0,9.25
4710,0.2267,1.0,9.27
4720,0.2344,1.0,9.29
4730,0.2351,1.0,9.31
4740,0.2226,1.0,9.33
4750,0.2213,1.0,9.35
4760,0.2226,1.0,9.37
4770,0.2232,1.0,9.39
4780,0.2197,1.0,9.41
4790,0.2183,1.0,9.43
4800,0.2166,1.0,9.45
4810,0.2149,1.0,9.47
4820,0.2137,1.0,9.49
4830,0.2125,1.0,9.51
4840,0.2111,1.0,9.53
4850,0.2097,1.0,9.55
4860,0.2083,1.0,9.57
4870,0.2071,1.0,9.59
4880,0.2059,1.0,9.61
4890,0.2046,1.0,9.63
4900,0.2034,1.0,9.65
4910,0.2022,1.0,9.67
4920,0.201,1.0,9.68
4930,0.1998,1.0,9.7
4940,0.1987,1.0,9.73
4950,0.1976,1.0,9.75
4960,0.1964,1.0,9.77
4970,0.1953,1.0,9.79
4980,0.1942,1.0,9.8
4990,0.1932,1.0,9.82
5000,0.1921,1.0,9.84
5010,0.1911,1.0,9.86
5020,0.1901,1.0,9.88
5030,0.1891,1.0,9.92
5040,0.188,1.0,9.93
5050,0.1871,1.0,9.95
5060,0.1861,1.0,9.97
5070,0.1851,1.0,9.99
5080,0.1842,1.0,10.01
5090,0.1832,1.0,10.03
5100,0.1823,1.0,10.05
5110,0.1814,1.0,10.07
5120,0.1805,1.0,10.09
5130,0.1796,1.0,10.11
5140,0.1787,1.0,10.13
5150,0.1778,1.0,10.15
5160,0.177,1.0,10.17
5170,0.1761,1.0,10.19
5180,0.1753,1.0,10.21
5190,0.1745,1.0,10.23
5200,0.1736,1.0,10.25
5210,0.1728,1.0,10.27
5220,0.1719,1.0,10.29
5230,0.1712,1.0,10.3
5240,0.1704,1.0,10.32
5250,0.1696,1.0,10.34
5260,0.1688,1.0,10.36
5270,0.1681,1.0,10.38
5280,0.1673,1.0,10.4
5290,0.1666,1.0,10.42
5300,0.1658,1.0,10.44
5310,0.165,1.0,10.46
5320,0.1642,1.0,10.48
5330,0.1635,1.0,10.5
5340,0.1629,1.0,10.52
5350,0.1622,1.0,10.54
5360,0.1614,1.0,10.56
5370,0.1607,1.0,10.58
5380,0.1601,1.0,10.6
5390,0.1594,1.0,10.62
5400,0.1587,1.0,10.64
5410,0.158,1.0,10.66
5420,0.1573,1.0,10.68
5430,0.1566,1.0,10.7
5440,0.156,1.0,10.72
5450,0.1554,1.0,10.74
5460,0.1547,1.0,10.76
5470,0.1541,1.0,10.78
5480,0.1534,1.0,10.8
5490,0.1528,1.0,10.81
5500,0.1522,1.0,10.83
5510,0.1516,1.0,10.85
5520,0.1509,1.0,10.87
5530,0.1503,1.0,10.89
5540,0.1497,1.0,10.91
5550,0.1491,1.0,10.93
5560,0.1485,1.0,10.95
5570,0.1479,1.0,10.97
5580,0.1474,1.0,10.99
5590,0.1468,1.0,11.01
5600,0.1462,1.0,11.03
5610,0.1456,1.0,11.05
5620,0.1451,1.0,11.07
5630,0.1445,1.0,11.09
5640,0.1439,1.0,11.11
5650,0.1434,1.0,11.13
5660,0.1428,1.0,11.14
5670,0.1423,1.0,11.16
5680,0.1418,1.0,11.18
5690,0.1412,1.0,11.2
5700,0.1407,1.0,11.22
5710,0.1402,1.0,11.24
5720,0.1396,1.0,11.26
5730,0.1391,1.0,11.28
5740,0.1386,1.0,11.3
5750,0.1381,1.0,11.32
5760,0.1376,1.0,11.34
5770,0.1371,1.0,11.36
5780,0.1366,1.0,11.38
5790,0.1361,1.0,11.4
5800,0.1356,1.0,11.42
5810,0.1351,1.0,11.44
5820,0.1346,1.0,11.45
5830,0.1341,1.0,11.47
5840,0.1336,1.0,11.49
5850,0.1331,1.0,11.51
5860,0.1327,1.0,11.53
5870,0.1322,1.0,11.55
5880,0.1317,1.0,11.57
5890,0.1313,1.0,11.59
5900,0.1308,1.0,11.61
5910,0.1303,1.0,11.63
5920,0.1299,1.0,11.65
5930,0.1294,1.0,11.67
5940,0.129,1.0,11.69
5950,0.1285,1.0,11.71
5960,0.1281,1.0,11.72
5970,0.1277,1.0,11.74
5980,0.1272,1.0,11.76
5990,0.1268,1.0,11.78
6000,0.1263,1.0,11.8
6010,0.1259,1.0,11.82
6020,0.1255,1.0,11.84
6030,0.1251,1.0,11.86
6040,0.1246,1.0,11.88
6050,0.1242,1.0,11.9
6060,0.1238,1.0,11.92
6070,0.1234,1.0,11.94
6080,0.123,1.0,11.96
6090,0.1226,1.0,11.97
6100,0.1222,1.0,11.99
6110,0.1218,1.0,12.01
6120,0.1214,1.0,12.03
6130,0.121,1.0,12.05
6140,0.1206,1.0,12.07
6150,0.1202,1.0,12.09
6160,0.1198,1.0,12.11
6170,0.1194,1.0,12.13
6180,0.119,1.0,12.15
6190,0.1186,1.0,12.17
6200,0.1183,1.0,12.19
6210,0.1179,1.0,12.21
6220,0.1175,1.0,12.23
6230,0.1171,1.0,12.24
6240,0.1168,1.0,12.26
6250,0.1164,1.0,12.28
6260,0.116,1.0,12.3
6270,0.1156,1.0,12.32
6280,0.1153,1.0,12.34
6290,0.1149,1.0,12.36
6300,0.1146,1.0,12.38
6310,0.1142,1.0,12.4
6320,0.1139,1.0,12.42
6330,0.1135,1.0,12.44
6340,0.1131,1.0,12.46
6350,0.1128,1.0,12.47
6360,0.1125,1.0,12.49
6370,0.1121,1.0,12.51
6380,0.1118,1.0,12.53
6390,0.1114,1.0,12.55
6400,0.1111,1.0,12.57
6410,0.1107,1.0,12.59
6420,0.1104,1.0,12.61
6430,0.1101,1.0,12.63
6440,0.1097,1.0,12.65
6450,0.1094,1.0,12.67
6460,0.1091,1.0,12.69
6470,0.1088,1.0,12.71
6480,0.1084,1.0,12.73
6490,0.1081,1.0,12.74
6500,0.1078,1.0,12.76
6510,0.1075,1.0,12.78
6520,0.1072,1.0,12.8
6530,0.1068,1.0,12.82
6540,0.1065,1.0,12.84
6550,0.1062,1.0,12.86
6560,0.1059,1.0,12.88
6570,0.1056,1.0,12.9
6580,0.1053,1.0,12.92
6590,0.105,1.0,12.94
6600,0.1047,1.0,12.96
6610,0.1044,1.0,12.98
6620,0.1041,1.0,13.0
6630,0.1038,1.0,13.02
6640,0.1035,1.0,13.04
6650,0.1032,1.0,13.06
6660,0.1029,1.0,13.08
6670,0.1026,1.0,13.1
6680,0.1023,1.0,13.12
6690,0.102,1.0,13.14
6700,0.1017,1.0,13.16
6710,0.1014,1.0,13.18
6720,0.1011,1.0,13.2
6730,0.1009,1.0,13.22
6740,0.1006,1.0,13.24
6750,0.1003,1.0,13.25
6760,0.1,1.0,13.27
6770,0.0997,1.0,13.29
6780,0.0995,1.0,13.31
6790,0.0992,1.0,13.33
6800,0.0989,1.0,13.35
6810,0.0986,1.0,13.37
6820,0.0984,1.0,13.39
6830,0.0981,1.0,13.41
6840,0.0978,1.0,13.43
6850,0.0975,1.0,13.45
6860,0.0973,1.0,13.47
6870,0.097,1.0,13.49
6880,0.0968,1.0,13.5
6890,0.0965,1.0,13.52
6900,0.0962,1.0,13.54
6910,0.096,1.0,13.56
6920,0.0957,1.0,13.58
6930,0.0955,1.0,13.6
6940,0.0952,1.0,13.62
6950,0.0949,1.0,13.64
6960,0.0947,1.0,13.66
6970,0.0944,1.0,13.68
6980,0.0942,1.0,13.7
6990,0.0939,1.0,13.72
7000,0.0937,1.0,13.74
7010,0.0934,1.0,13.76
7020,0.0932,1.0,13.78
7030,0.0929,1.0,13.79
7040,0.0927,1.0,13.81
7050,0.0925,1.0,13.83
7060,0.0922,1.0,13.85
7070,0.092,1.0,13.87
7080,0.0917,1.0,13.89
7090,0.0915,1.0,13.91
7100,0.0913,1.0,13.93
7110,0.091,1.0,13.95
7120,0.0908,1.0,13.97
7130,0.0905,1.0,13.99
7140,0.0903,1.0,14.01
7150,0.0901,1.0,14.03
7160,0.0898,1.0,14.05
7170,0.0896,1.0,14.07
7180,0.0894,1.0,14.08
7190,0.0892,1.0,14.1
7200,0.0889,1.0,14.12
7210,0.0887,1.0,14.14
7220,0.0885,1.0,14.16
7230,0.0883,1.0,14.18
7240,0.088,1.0,14.2
7250,0.0878,1.0,14.22
7260,0.0876,1.0,14.24
7270,0.0874,1.0,14.26
7280,0.0872,1.0,14.28
7290,0.0869,1.0,14.3
7300,0.0867,1.0,14.32
7310,0.0865,1.0,14.33
7320,0.0863,1.0,14.35
7330,0.0861,1.0,14.37
7340,0.0859,1.0,14.39
7350,0.0856,1.0,14.41
7360,0.0854,1.0,14.43
7370,0.0852,1.0,14.45
7380,0.085,1.0,14.47
7390,0.0848,1.0,14.49
7400,0.0846,1.0,14.51
7410,0.0844,1.0,14.53
7420,0.0842,1.0,14.55
7430,0.084,1.0,14.57
7440,0.0838,1.0,14.58
7450,0.0836,1.0,14.6
7460,0.0834,1.0,14.62
7470,0.0832,1.0,14.64
7480,0.083,1.0,14.66
7490,0.0828,1.0,14.68
7500,0.0826,1.0,14.7
7510,0.0824,1.0,14.72
7520,0.0822,1.0,14.74
7530,0.082,1.0,14.76
7540,0.0818,1.0,14.78
7550,0.0816,1.0,14.8
7560,0.0814,1.0,14.82
7570,0.0812,1.0,14.83
7580,0.081,1.0,14.85
7590,0.0808,1.0,14.87
7600,0.0806,1.0,14.89
7610,0.0804,1.0,14.91
7620,0.0802,1.0,14.93
7630,0.0801,1.0,14.95
7640,0.0799,1.0,14.97
7650,0.0797,1.0,14.99
7660,0.0795,1.0,15.01
7670,0.0793,1.0,15.03
7680,0.0791,1.0,15.05
7690,0.0789,1.0,15.07
7700,0.0788,1.0,15.09
7710,0.0786,1.0,15.11
7720,0.0784,1.0,15.12
7730,0.0782,1.0,15.14
7740,0.078,1.0,15.16
7750,0.0779,1.0,15.18
7760,0.0777,1.0,15.2
7770,0.0775,1.0,15.22
7780,0.0773,1.0,15.24
7790,0.0771,1.0,15.26
7800,0.077,1.0,15.28
7810,0.0768,1.0,15.3
7820,0.0766,1.0,15.32
7830,0.0765,1.0,15.34
7840,0.0763,1.0,15.36
7850,0.0761,1.0,15.38
7860,0.0759,1.0,15.4
7870,0.0758,1.0,15.42
7880,0.0756,1.0,15.43
7890,0.0754,1.0,15.45
7900,0.0753,1.0,15.47
7910,0.0751,1.0,15.49
7920,0.0749,1.0,15.51
7930,0.0748,1.0,15.53
7940,0.0746,1.0,15.55
7950,0.0744,1.0,15.57
7960,0.0743,1.0,15.59
7970,0.0741,1.0,15.61
7980,0.0739,1.0,15.63
7990,0.0738,1.0,15.65
8000,0.0736,1.0,15.67
8010,0.0735,1.0,15.69
8020,0.0733,1.0,15.71
8030,0.0731,1.0,15.72
8040,0.073,1.0,15.74
8050,0.0728,1.0,15.76
8060,0.0727,1.0,15.78
8070,0.0725,1.0,15.8
8080,0.0723,1.0,15.82
8090,0.0722,1.0,15.84
8100,0.072,1.0,15.86
8110,0.0719,1.0,15.88
8120,0.0717,1.0,15.9
8130,0.0716,1.0,15.92
8140,0.0714,1.0,15.94
8150,0.0713,1.0,15.96
8160,0.0711,1.0,15.98
8170,0.071,1.0,16.0
8180,0.0708,1.0,16.02
8190,0.0707,1.0,16.03
8200,0.0705,1.0,16.05
8210,0.0704,1.0,16.07
8220,0.0702,1.0,16.09
8230,0.0701,1.0,16.11
8240,0.0699,1.0,16.13
8250,0.0698,1.0,16.15
8260,0.0696,1.0,16.17
8270,0.0695,1.0,16.19
8280,0.0694,1.0,16.21
8290,0.0692,1.0,16.23
8300,0.0691,1.0,16.25
8310,0.0689,1.0,16.27
8320,0.0688,1.0,16.29
8330,0.0686,1.0,16.3
8340,0.0685,1.0,16.32
8350,0.0684,1.0,16.34
8360,0.0682,1.0,16.36
8370,0.0681,1.0,16.38
8380,0.068,1.0,16.4
8390,0.0678,1.0,16.42
8400,0.0677,1.0,16.44
8410,0.0675,1.0,16.46
8420,0.0674,1.0,16.48
8430,0.0673,1.0,16.5
8440,0.0671,1.0,16.52
8450,0.067,1.0,16.54
8460,0.0669,1.0,16.56
8470,0.0667,1.0,16.57
8480,0.0666,1.0,16.59
8490,0.0665,1.0,16.61
8500,0.0663,1.0,16.63
8510,0.0662,1.0,16.65
8520,0.0661,1.0,16.67
8530,0.0659,1.0,16.69
8540,0.0658,1.0,16.71
8550,0.0657,1.0,16.73
8560,0.0655,1.0,16.75
8570,0.0654,1.0,16.77
8580,0.0653,1.0,16.79
8590,0.0652,1.0,16.81
8600,0.065,1.0,16.83
8610,0.0649,1.0,16.84
8620,0.0648,1.0,16.86
8630,0.0647,1.0,16.88
8640,0.0645,1.0,16.9
8650,0.0644,1.0,16.92
8660,0.0643,1.0,16.94
8670,0.0642,1.0,16.96
8680,0.064,1.0,16.98
8690,0.0639,1.0,17.0
8700,0.0638,1.0,17.02
8710,0.0637,1.0,17.04
8720,0.0635,1.0,17.06
8730,0.0634,1.0,17.07
8740,0.0633,1.0,17.09
8750,0.0632,1.0,17.11
8760,0.0631,1.0,17.13
8770,0.0629,1.0,17.15
8780,0.0628,1.0,17.17
8790,0.0627,1.0,17.19
8800,0.0626,1.0,17.21
8810,0.0625,1.0,17.23
8820,0.0623,1.0,17.25
8830,0.0622,1.0,17.27
8840,0.0621,1.0,17.29
