step,loss,probe_loss,probe_accuracy,wall_clock_s
13410,1.936,1.9372,0.246,39.36
13420,1.8588,1.9492,0.242,39.39
13430,1.9727,1.9352,0.234,39.42
13440,1.6423,1.9544,0.223,39.44
13450,1.8195,1.9364,0.223,39.47
13460,2.0154,1.9463,0.219,39.5
13470,1.9821,1.9141,0.227,39.53
13480,2.0215,1.9643,0.242,39.56
13490,2.1439,1.9412,0.227,39.59
13500,2.2412,2.0147,0.223,39.62
13510,1.9647,1.9377,0.195,39.65
13520,1.9825,1.9784,0.219,39.68
13530,1.8686,1.9338,0.215,39.71
13540,1.9454,1.9824,0.262,39.74
13550,1.9184,1.9611,0.223,39.77
13560,1.9083,1.9376,0.215,39.8
13570,2.0516,1.9614,0.227,39.84
13580,1.8709,1.9448,0.223,39.87
13590,1.9034,1.943,0.223,39.94
13600,1.9939,1.9562,0.234,39.97
13610,1.9422,1.9824,0.191,40.0
13620,2.0644,1.9624,0.176,40.03
13630,2.1629,1.9665,0.266,40.07
13640,2.198,2.0065,0.215,40.1
13650,2.089,1.9714,0.199,40.13
13660,2.0907,1.9382,0.215,40.16
13670,1.8072,1.9374,0.238,40.19
13680,1.8056,1.9921,0.25,40.22
13690,1.6654,1.9736,0.168,40.25
13700,2.0101,1.9639,0.25,40.28
13710,1.9062,1.9431,0.223,40.31
13720,1.7238,1.9785,0.246,40.34
13730,1.9443,2.0874,0.238,40.37
13740,1.7084,1.9441,0.227,40.4
13750,1.7202,1.945,0.219,40.43
13760,1.748,1.9395,0.234,40.45
13770,2.0916,1.9666,0.238,40.48
13780,1.8635,1.9404,0.23,40.51
13790,2.03,1.9284,0.238,40.54
13800,2.0133,2.0256,0.223,40.57
13810,2.0031,1.9789,0.203,40.6
13820,1.8511,1.9711,0.234,40.63
13830,1.8582,1.9497,0.227,40.66
13840,1.9753,1.9328,0.203,40.69
13850,1.837,1.9675,0.219,40.72
13860,2.0198,1.9635,0.234,40.75
13870,1.6706,1.9341,0.223,40.78
13880,1.607,1.9499,0.223,40.81
13890,1.8413,1.9367,0.234,40.83
13900,1.8434,1.9357,0.234,40.86
13910,1.953,1.945,0.207,40.89
13920,1.9494,1.9271,0.23,40.92
13930,1.539,1.9755,0.223,40.95
13940,2.072,1.971,0.207,40.98
13950,1.7943,1.9602,0.211,41.01
13960,1.9043,1.9323,0.234,41.04
13970,1.9885,1.9727,0.215,41.09
13980,2.2511,1.9479,0.242,41.12
13990,2.0586,2.0141,0.219,41.15
14000,1.9602,1.9563,0.242,41.18
14010,1.7807,1.9577,0.211,41.21
14020,2.2664,2.0248,0.219,41.24
14030,2.1071,1.9654,0.211,41.27
14040,2.0215,1.9536,0.203,41.3
14050,1.9806,2.0009,0.227,41.33
14060,1.9436,2.0364,0.219,41.36
14070,1.9668,1.9586,0.23,41.39
14080,1.7612,1.9506,0.207,41.41
14090,2.1138,1.9585,0.219,41.44
14100,1.8902,1.9544,0.238,41.47
14110,1.9443,1.9821,0.223,41.5
14120,1.766,1.9581,0.242,41.53
14130,2.1683,1.934,0.246,41.57
14140,1.9124,1.9335,0.258,41.6
14150,1.8539,1.9523,0.254,41.63
14160,1.7751,1.954,0.285,41.65
14170,1.8239,1.9407,0.27,41.68
14180,1.8426,1.9176,0.234,41.71
14190,1.8478,1.9714,0.273,41.74
14200,2.1306,1.9381,0.246,41.77
14210,1.9686,1.943,0.254,41.8
14220,1.8698,1.9401,0.238,41.83
14230,1.9071,1.9788,0.246,41.86
14240,1.7864,1.9543,0.246,41.89
14250,1.83,1.948,0.227,41.92
14260,1.838,1.9424,0.238,41.95
14270,1.633,1.9315,0.227,41.98
14280,2.035,1.9598,0.211,42.01
14290,1.7726,2.0133,0.238,42.03
14300,1.8463,1.9338,0.258,42.06
14310,2.0993,1.9426,0.242,42.09
14320,2.2527,1.9145,0.293,42.12
14330,2.024,2.051,0.215,42.15
14340,2.0448,1.9182,0.254,42.18
14350,1.7942,1.9238,0.23,42.21
14360,1.9451,1.9324,0.25,42.24
14370,1.9392,1.9421,0.262,42.27
14380,1.74,1.926,0.23,42.29
14390,2.0929,1.9563,0.234,42.32
14400,1.7031,1.9388,0.273,42.35
14410,1.6215,1.9449,0.227,42.38
14420,2.0017,1.9802,0.211,42.41
14430,1.938,2.0005,0.168,42.44
14440,1.9832,1.9791,0.203,42.47
14450,2.0089,1.9257,0.219,42.5
14460,1.9517,1.9319,0.227,42.53
14470,1.8335,1.9384,0.238,42.56
14480,1.8733,1.9189,0.254,42.58
14490,2.0724,1.914,0.246,42.61
14500,2.0429,1.9952,0.238,42.64
14510,1.9372,1.9198,0.27,42.67
14520,1.732,1.9687,0.23,42.7
14530,1.9208,1.926,0.258,42.73
14540,2.0147,1.9676,0.258,42.76
14550,1.8367,1.9096,0.219,42.79
14560,1.8319,2.0144,0.199,42.82
14570,2.071,1.9589,0.238,42.85
14580,2.1077,1.9919,0.219,42.88
14590,1.7959,1.9447,0.23,42.91
14600,1.8128,1.992,0.238,42.94
14610,1.7856,1.9438,0.23,42.96
14620,2.2046,1.9919,0.227,42.99
14630,2.0157,1.9914,0.191,43.02
14640,1.8329,1.9506,0.242,43.05
14650,1.8346,1.9811,0.227,43.08
14660,2.0174,1.9994,0.242,43.12
14670,1.9548,1.9623,0.219,43.15
14680,1.6869,1.9407,0.234,43.18
14690,1.5726,1.9501,0.227,43.21
14700,1.8191,2.003,0.199,43.24
14710,1.9877,1.9328,0.238,43.27
14720,1.9364,1.9267,0.23,43.3
14730,1.9424,1.923,0.23,43.33
14740,1.7557,1.9228,0.234,43.36
14750,1.8742,1.9727,0.242,43.39
14760,1.7666,1.924,0.262,43.42
14770,1.9312,1.8969,0.277,43.45
14780,1.9302,1.9341,0.277,43.48
14790,1.9853,1.941,0.242,43.51
14800,2.1608,1.943,0.258,43.53
14810,1.7557,1.931,0.234,43.56
14820,1.8863,1.9632,0.23,43.59
14830,1.7875,1.9177,0.223,43.62
14840,1.8646,1.9182,0.25,43.65
14850,1.9033,1.915,0.223,43.68
14860,1.8633,1.9573,0.227,43.71
14870,1.8307,1.9452,0.23,43.74
14880,1.85,1.9469,0.207,43.77
14890,2.0314,1.9101,0.258,43.8
14900,1.94,1.9182,0.242,43.83
14910,1.827,1.9347,0.23,43.86
14920,2.2682,1.9578,0.23,43.88
14930,1.8826,1.9885,0.23,43.91
14940,1.8338,1.9409,0.234,43.94
14950,1.6585,1.9614,0.219,43.97
14960,1.8459,1.9185,0.25,44.0
14970,1.9812,1.9216,0.297,44.04
14980,2.0826,1.95,0.223,44.11
14990,1.9382,1.9633,0.23,44.17
15000,2.1568,1.9211,0.25,44.2
15010,1.9835,1.9351,0.223,44.23
15020,2.0551,1.9082,0.258,44.26
15030,1.7456,1.9204,0.207,44.29
15040,1.7656,1.9269,0.203,44.32
15050,1.8164,1.9145,0.234,44.36
15060,1.9095,1.925,0.262,44.39
15070,1.9519,1.9234,0.219,44.43
15080,2.1673,1.8949,0.273,44.46
15090,1.8599,1.9153,0.219,44.49
15100,1.9696,1.9053,0.262,44.52
15110,1.9945,1.9122,0.258,44.55
15120,1.6967,1.9254,0.234,44.58
15130,1.9993,1.9217,0.199,44.64
15140,1.7852,1.9491,0.191,44.67
15150,1.8088,1.926,0.219,44.71
15160,2.0673,1.9183,0.234,44.74
15170,2.1033,1.8997,0.262,44.77
15180,2.1013,1.944,0.238,44.8
15190,1.9376,1.9027,0.262,44.83
15200,1.9389,1.9223,0.266,44.87
15210,2.0737,1.9169,0.281,44.9
15220,2.0658,1.9475,0.25,44.93
15230,1.8024,1.9042,0.223,44.96
15240,2.0003,1.9772,0.176,45.0
15250,1.8889,1.9692,0.227,45.03
15260,2.1955,1.9658,0.219,45.06
15270,2.1366,1.9741,0.195,45.09
15280,1.8659,1.9222,0.211,45.13
15290,2.0214,1.9162,0.285,45.16
15300,1.9381,1.966,0.223,45.19
15310,1.7752,1.9293,0.234,45.22
15320,1.9102,1.9328,0.203,45.26
15330,1.9394,1.9564,0.23,45.28
15340,2.133,1.9644,0.234,45.31
15350,1.8799,1.9149,0.254,45.34
15360,1.8942,1.9288,0.238,45.37
15370,1.84,1.9514,0.258,45.4
15380,1.9788,1.9545,0.246,45.43
15390,1.9494,1.9263,0.238,45.46
15400,1.9387,1.8972,0.234,45.49
15410,2.1367,2.0593,0.223,45.52
15420,2.1574,1.9938,0.219,45.55
15430,2.0125,1.9227,0.219,45.58
15440,1.8648,1.9678,0.23,45.61
15450,1.7346,1.9459,0.242,45.64
15460,1.8523,1.9317,0.238,45.67
15470,1.9411,1.9495,0.27,45.7
15480,1.9052,1.9951,0.258,45.74
15490,1.9333,1.9473,0.246,45.77
15500,1.9107,1.9223,0.254,45.8
15510,1.807,1.9197,0.262,45.83
15520,2.0278,1.9404,0.25,45.86
15530,1.9341,1.9181,0.281,45.89
15540,1.9092,1.9045,0.262,45.92
15550,2.0698,1.9401,0.219,45.95
15560,1.8762,1.9091,0.238,45.98
15570,1.8196,1.9063,0.246,46.01
15580,1.9533,1.9847,0.195,46.04
15590,1.7543,1.9318,0.242,46.07
15600,1.957,1.9495,0.207,46.1
15610,2.0517,2.0099,0.211,46.13
15620,2.0597,1.9165,0.266,46.16
15630,1.9793,1.9523,0.254,46.19
15640,1.997,1.9594,0.25,46.22
15650,1.7751,1.9276,0.246,46.25
15660,2.2258,1.9271,0.266,46.28
15670,1.8383,1.9379,0.238,46.31
15680,1.764,1.9365,0.242,46.34
15690,1.7447,1.9131,0.277,46.37
15700,1.8609,1.9446,0.254,46.4
15710,1.8296,1.927,0.25,46.42
15720,1.9988,1.9373,0.273,46.45
15730,2.1192,1.9398,0.25,46.48
15740,1.8376,1.9139,0.266,46.51
15750,1.8496,1.9363,0.254,46.54
15760,1.8578,1.9157,0.254,46.57
15770,1.9693,1.9827,0.211,46.6
15780,1.8555,1.9472,0.246,46.63
15790,1.8841,1.9121,0.23,46.66
15800,2.0633,1.9386,0.227,46.68
15810,1.9743,1.928,0.242,46.71
15820,1.9259,1.9097,0.25,46.74
15830,1.8881,1.9134,0.246,46.77
15840,1.9027,1.9514,0.25,46.8
15850,1.8513,1.9288,0.262,46.83
15860,2.1016,1.935,0.281,46.86
15870,1.6383,2.0073,0.234,46.89
15880,1.8058,1.9999,0.23,46.92
15890,1.8207,1.9156,0.254,46.95
15900,2.0202,1.9336,0.238,46.98
15910,2.1558,1.9482,0.25,47.01
15920,1.7007,1.9587,0.223,47.04
15930,1.8966,2.0048,0.215,47.07
15940,1.9458,1.9907,0.215,47.1
15950,2.0437,1.9503,0.246,47.13
15960,1.6855,1.9381,0.25,47.16
15970,1.9316,1.9845,0.223,47.19
15980,2.0092,1.938,0.254,47.22
15990,1.8512,1.917,0.246,47.25
16000,1.7429,1.906,0.262,47.28
16010,1.7455,1.9403,0.262,47.3
16020,1.9585,1.926,0.254,47.33
16030,2.1066,1.9316,0.27,47.36
16040,1.8313,1.9166,0.254,47.39
16050,1.9366,1.9119,0.254,47.42
16060,1.7717,1.9122,0.277,47.45
16070,1.9485,1.8912,0.27,47.48
16080,1.846,1.899,0.254,47.51
16090,1.9505,1.9104,0.262,47.54
16100,1.9124,1.9618,0.258,47.57
16110,1.8014,1.9202,0.25,47.6
16120,1.8974,1.9504,0.238,47.62
16130,1.7686,1.9404,0.266,47.65
16140,1.9434,1.9158,0.254,47.68
16150,1.9947,1.92,0.25,47.72
16160,1.9631,1.95,0.246,47.75
16170,1.7195,1.9464,0.246,47.78
16180,1.7848,1.9636,0.266,47.81
16190,1.7842,1.9135,0.234,47.84
16200,1.9012,2.0341,0.277,47.88
16210,1.8955,1.9082,0.242,47.94
16220,1.7327,1.9251,0.262,47.97
16230,2.0478,1.9112,0.258,48.0
16240,1.7813,1.9107,0.238,48.03
16250,1.9385,1.9196,0.223,48.06
16260,1.9043,1.9209,0.258,48.09
16270,2.0159,1.9908,0.25,48.12
16280,1.8236,1.9047,0.254,48.14
16290,2.0717,1.9153,0.277,48.17
16300,1.8882,1.9242,0.258,48.2
16310,1.8922,1.9281,0.254,48.23
16320,1.9511,1.9178,0.234,48.26
16330,1.7326,1.9253,0.258,48.29
16340,1.9592,1.9025,0.254,48.32
16350,1.8309,1.9394,0.227,48.35
16360,1.8286,1.9042,0.25,48.38
16370,2.1272,2.1002,0.23,48.41
16380,1.8804,1.9261,0.258,48.44
16390,1.9453,1.931,0.25,48.47
16400,1.9507,2.0298,0.254,48.5
16410,1.8803,1.9516,0.246,48.52
16420,1.6978,1.9723,0.238,48.55
16430,2.0186,1.9218,0.227,48.58
16440,1.918,1.9147,0.238,48.61
16450,1.7342,1.9231,0.238,48.64
16460,1.9171,1.9284,0.25,48.67
16470,1.8858,1.9474,0.227,48.7
16480,1.8974,1.9352,0.262,48.73
16490,2.1283,1.9175,0.262,48.76
16500,1.8701,1.9196,0.25,48.79
16510,1.7435,1.9075,0.254,48.82
16520,1.7751,1.9697,0.254,48.85
16530,1.801,1.9085,0.258,48.87
16540,1.8277,1.9292,0.234,48.9
16550,1.815,1.9107,0.262,48.93
16560,2.042,2.0912,0.254,48.96
16570,1.815,1.9298,0.238,48.99
16580,1.8271,1.9342,0.23,49.02
16590,2.1227,1.9056,0.266,49.05
16600,1.9871,1.8977,0.254,49.08
16610,1.9431,1.9551,0.246,49.11
16620,1.929,1.9135,0.242,49.13
16630,1.9872,1.9296,0.242,49.16
16640,2.2242,1.9557,0.207,49.19
16650,1.8117,1.9202,0.242,49.22
16660,1.962,1.9156,0.227,49.25
16670,1.9586,1.9484,0.254,49.28
16680,2.0467,1.9065,0.258,49.31
16690,2.0416,1.9315,0.254,49.34
16700,1.7641,1.9359,0.23,49.37
16710,1.87,1.9019,0.246,49.4
16720,1.769,1.9318,0.285,49.43
16730,1.9308,1.9689,0.227,49.45
16740,1.8972,1.9894,0.227,49.49
16750,1.6624,1.9255,0.273,49.52
16760,1.6708,1.9289,0.258,49.55
16770,1.7681,1.9593,0.246,49.59
16780,1.9229,1.922,0.25,49.62
16790,1.9072,1.9171,0.242,49.66
16800,2.078,1.9422,0.246,49.69
16810,1.9254,1.941,0.254,49.75
16820,1.8442,1.9693,0.254,49.81
16830,2.0403,1.9645,0.277,49.88
16840,1.6425,1.9633,0.25,49.91
16850,2.1074,1.9635,0.27,49.94
16860,2.1734,1.9808,0.258,49.97
16870,1.7939,1.9435,0.25,50.02
16880,1.8161,1.9856,0.188,50.07
16890,1.7464,1.9263,0.242,50.12
16900,1.7746,1.953,0.27,50.17
16910,1.9896,1.9344,0.246,50.21
16920,1.8402,1.9201,0.289,50.24
16930,2.0807,1.9016,0.273,50.27
16940,2.0705,1.9438,0.223,50.3
16950,1.96,1.9107,0.262,50.33
16960,1.7395,1.9018,0.23,50.36
16970,1.8018,1.9672,0.234,50.39
16980,1.7303,1.9177,0.223,50.42
16990,1.86,1.9109,0.246,50.45
17000,2.0451,1.9022,0.25,50.48
17010,2.1448,1.9053,0.238,50.51
17020,1.9711,1.9908,0.234,50.55
17030,2.0448,1.9637,0.199,50.58
17040,1.9371,1.9046,0.246,50.61
17050,2.1274,1.9196,0.266,50.66
17060,2.0739,1.948,0.215,50.7
17070,1.8458,1.8944,0.27,50.74
17080,1.9636,1.9196,0.273,50.79
17090,2.0484,1.9418,0.258,50.83
17100,1.8464,1.9258,0.25,50.88
17110,1.9234,1.9279,0.234,50.91
17120,1.8976,1.9076,0.262,50.94
17130,1.9267,2.0189,0.223,50.97
17140,1.8152,1.9302,0.242,51.0
17150,1.9987,1.9269,0.238,51.03
17160,2.067,1.9315,0.246,51.08
17170,1.7601,1.9165,0.242,51.13
17180,1.9979,1.9206,0.238,51.18
17190,1.8843,1.9254,0.281,51.23
17200,1.7979,1.9083,0.266,51.29
17210,2.0856,1.9144,0.23,51.34
17220,1.9859,1.9376,0.242,51.37
17230,1.8867,1.9331,0.258,51.4
17240,2.0053,1.9246,0.23,51.43
17250,1.8534,1.9516,0.238,51.48
17260,2.009,1.9486,0.234,51.53
17270,1.9989,1.9364,0.227,51.6
17280,2.0647,1.9212,0.238,51.67
17290,1.8069,1.9467,0.262,51.76
17300,1.7346,1.9625,0.227,51.8
17310,1.8834,1.9414,0.254,51.92
17320,1.7831,1.9559,0.234,51.95
17330,2.0871,1.9313,0.246,51.99
17340,2.0125,1.9505,0.254,52.03
17350,1.799,1.943,0.227,52.06
17360,1.8663,1.9529,0.273,52.09
17370,1.9444,1.9501,0.25,52.12
17380,2.0486,1.9592,0.266,52.15
17390,1.8475,1.9421,0.262,52.18
17400,1.9666,1.9119,0.215,52.21
17410,1.8301,1.913,0.227,52.23
17420,1.9751,2.0342,0.211,52.26
17430,1.864,1.9104,0.273,52.29
17440,2.023,1.975,0.215,52.32
17450,1.6459,1.9307,0.266,52.35
17460,1.9145,1.9101,0.238,52.38
17470,1.9671,1.9307,0.207,52.41
17480,1.6779,1.927,0.246,52.44
17490,1.9627,1.9489,0.238,52.47
17500,1.7794,1.928,0.23,52.5
17510,2.0729,1.9335,0.199,52.53
17520,1.7448,1.9331,0.227,52.56
17530,1.9956,1.9369,0.234,52.59
17540,1.8305,1.93,0.227,52.61
17550,1.942,1.904,0.25,52.64
17560,1.7823,1.9049,0.281,52.67
17570,2.0023,1.9426,0.234,52.7
17580,1.7562,1.949,0.207,52.73
17590,1.747,1.9503,0.23,52.76
17600,1.8826,1.9339,0.199,52.8
17610,2.113,1.9418,0.207,52.83
17620,1.9447,1.9395,0.25,52.86
17630,1.6636,1.9541,0.238,52.88
17640,1.9105,1.9041,0.273,52.91
17650,1.9734,1.939,0.266,52.95
17660,1.9588,1.923,0.211,52.99
17670,1.726,1.9373,0.227,53.01
17680,1.7514,1.9488,0.211,53.04
17690,1.8348,1.9073,0.258,53.07
17700,1.8378,1.9643,0.25,53.1
17710,2.0883,1.921,0.273,53.13
17720,1.6819,1.9168,0.262,53.16
17730,1.9427,1.9227,0.273,53.19
17740,1.963,1.9699,0.25,53.22
17750,1.6803,1.9169,0.254,53.25
17760,2.045,1.9575,0.262,53.28
17770,2.1081,1.9242,0.246,53.31
17780,1.8557,1.9207,0.242,53.33
17790,2.0094,1.9542,0.238,53.36
17800,1.9696,1.9312,0.25,53.39
17810,1.7848,1.9201,0.23,53.42
17820,1.8,1.8934,0.223,53.45
17830,1.943,1.9381,0.227,53.48
17840,1.7578,1.9278,0.234,53.51
17850,1.8668,1.9365,0.262,53.54
17860,1.6267,1.9212,0.27,53.57
17870,1.9663,1.9285,0.27,53.6
17880,1.8895,1.9254,0.242,53.62
17890,1.6572,2.0138,0.242,53.65
17900,2.0935,1.9883,0.238,53.68
17910,1.7329,1.9188,0.273,53.71
17920,2.0545,1.9235,0.25,53.74
17930,2.0217,1.9159,0.258,53.77
17940,1.7811,1.9292,0.246,53.8
17950,1.803,1.9834,0.238,53.83
17960,1.9474,1.9078,0.242,53.86
17970,2.0223,1.9035,0.27,53.89
17980,1.9352,1.9038,0.25,53.92
17990,1.8843,1.9155,0.266,53.94
18000,1.998,1.9296,0.262,53.97
18010,1.8226,1.9329,0.25,54.0
18020,1.8843,1.8894,0.277,54.03
18030,1.9459,1.8923,0.312,54.06
18040,2.0442,1.928,0.258,54.09
18050,1.7868,1.9101,0.227,54.12
18060,1.94,1.9415,0.242,54.15
18070,1.8565,1.9135,0.27,54.18
18080,1.8774,1.9547,0.266,54.21
18090,1.7355,1.9296,0.246,54.23
18100,1.7183,1.9325,0.262,54.26
18110,2.0471,1.921,0.258,54.29
18120,1.6689,1.9307,0.246,54.32
18130,1.8443,1.9126,0.246,54.35
18140,1.7804,1.9265,0.234,54.38
18150,1.8547,1.9393,0.258,54.41
18160,2.032,1.9422,0.23,54.44
18170,1.7258,1.9103,0.262,54.47
18180,1.9358,1.9573,0.223,54.5
18190,1.8022,1.9658,0.266,54.52
18200,1.8391,1.9667,0.23,54.55
18210,1.9762,2.0507,0.203,54.58
18220,1.8693,1.9017,0.215,54.61
18230,1.9681,1.9213,0.234,54.64
18240,1.9514,1.9118,0.258,54.67
18250,2.0097,1.9058,0.266,54.7
18260,1.8035,1.9103,0.223,54.73
18270,1.8381,1.9302,0.234,54.76
18280,1.7759,1.8881,0.262,54.79
18290,1.6263,1.9138,0.211,54.82
18300,1.8027,1.8936,0.254,54.85
18310,1.776,1.8928,0.27,54.88
18320,2.0116,1.9115,0.199,54.9
18330,1.887,1.914,0.23,54.93
18340,1.8625,1.9068,0.242,54.96
18350,2.0836,1.9388,0.258,54.99
18360,2.1516,1.9423,0.25,55.02
18370,2.0838,1.9264,0.227,55.05
18380,1.9194,1.9266,0.266,55.08
18390,1.8708,1.8878,0.273,55.11
18400,1.939,1.9124,0.23,55.14
18410,2.0189,2.2195,0.219,55.17
18420,1.9928,1.9103,0.273,55.19
18430,1.73,1.8837,0.277,55.22
18440,2.1318,1.9504,0.223,55.25
18450,1.9725,1.9463,0.246,55.28
18460,1.8653,1.9138,0.25,55.31
18470,1.944,1.8872,0.281,55.34
18480,1.9961,1.8998,0.25,55.37
18490,2.0161,1.9054,0.258,55.4
18500,1.9313,1.913,0.266,55.43
18510,2.0254,1.9048,0.289,55.46
18520,1.9364,1.9093,0.285,55.48
18530,1.9469,2.0233,0.219,55.51
18540,1.8607,1.9152,0.246,55.54
18550,1.6869,1.9242,0.258,55.57
18560,2.0474,1.9287,0.254,55.6
18570,1.7737,1.9453,0.238,55.63
18580,1.9256,1.9775,0.258,55.66
18590,1.8139,1.9388,0.246,55.69
18600,1.9624,1.9345,0.234,55.72
18610,1.8122,1.9368,0.238,55.75
18620,2.1927,1.992,0.238,55.78
18630,1.7846,1.898,0.266,55.8
18640,1.8844,1.9601,0.23,55.83
18650,1.8687,1.9085,0.242,55.86
18660,1.8446,1.9072,0.246,55.9
18670,1.8725,1.9382,0.238,55.93
18680,1.8092,1.9449,0.211,55.96
18690,1.9764,1.9911,0.238,55.99
18700,2.1139,1.9317,0.262,56.02
18710,2.0009,1.9601,0.246,56.05
18720,2.0029,1.8884,0.242,56.08
18730,1.802,1.9054,0.262,56.11
18740,1.7163,1.9276,0.238,56.14
18750,1.8368,1.9294,0.246,56.17
18760,1.9406,1.9292,0.254,56.2
18770,2.0352,1.9487,0.215,56.23
18780,1.9704,1.8992,0.25,56.28
18790,2.064,1.9134,0.277,56.31
18800,1.7908,1.9471,0.227,56.34
18810,1.7416,1.9082,0.25,56.37
18820,1.7853,1.9142,0.258,56.4
18830,1.8619,1.9447,0.25,56.43
18840,2.2061,1.9015,0.266,56.46
18850,2.1034,1.9395,0.223,56.49
18860,1.9011,1.9101,0.289,56.52
18870,1.8334,1.8989,0.262,56.55
18880,1.8757,1.9291,0.285,56.58
18890,1.8703,1.9108,0.281,56.61
18900,1.8354,1.9453,0.238,56.64
18910,1.9675,1.9445,0.246,56.67
18920,1.8828,1.922,0.254,56.69
18930,1.7183,1.9235,0.266,56.72
18940,1.8056,1.902,0.254,56.75
18950,1.8535,1.937,0.258,56.78
18960,1.7403,1.9287,0.258,56.81
18970,1.7184,1.9496,0.211,56.84
18980,1.8453,1.9005,0.254,56.87
18990,1.7808,1.8929,0.262,56.9
19000,1.736,1.9447,0.238,56.93
19010,2.0517,1.8974,0.258,56.96
19020,2.0599,1.905,0.262,56.99
19030,1.9799,1.8972,0.238,57.02
19040,1.7725,1.9044,0.25,57.05
19050,1.8028,1.9219,0.23,57.07
19060,1.9839,1.8933,0.25,57.1
19070,1.9479,1.9132,0.242,57.13
19080,1.6614,1.9016,0.266,57.16
19090,1.8728,1.8898,0.281,57.19
19100,1.8735,1.8908,0.25,57.22
19110,1.7934,1.898,0.27,57.25
19120,1.7858,1.9312,0.262,57.28
19130,1.597,1.9192,0.215,57.31
19140,1.7749,1.8879,0.254,57.34
19150,1.885,1.9185,0.25,57.36
19160,1.9988,1.8951,0.246,57.39
19170,1.9829,1.8838,0.266,57.42
19180,1.6664,1.9571,0.211,57.45
19190,1.7252,1.9095,0.258,57.48
19200,1.8142,1.9495,0.227,57.51
19210,1.8315,1.9145,0.25,57.54
19220,2.0289,1.897,0.223,57.57
19230,1.8755,1.9239,0.242,57.6
19240,1.9152,1.9961,0.215,57.63
19250,1.8764,1.9047,0.242,57.65
19260,1.7219,1.903,0.234,57.68
19270,2.0072,1.9874,0.211,57.71
19280,2.0281,1.983,0.246,57.74
19290,1.9015,1.9315,0.223,57.77
19300,1.9846,1.9239,0.246,57.8
19310,1.726,1.8992,0.238,57.83
19320,1.873,1.9249,0.246,57.86
19330,2.119,1.9544,0.238,57.89
19340,2.0739,1.9155,0.234,57.92
19350,1.7409,1.9373,0.25,57.95
19360,2.041,1.9476,0.23,57.97
19370,1.8552,1.9087,0.234,58.0
19380,2.1025,1.9937,0.234,58.03
19390,2.1421,1.9387,0.273,58.06
19400,2.1051,1.9143,0.254,58.09
19410,1.7864,1.8901,0.262,58.13
19420,1.8952,1.9739,0.219,58.16
19430,1.7208,1.8947,0.27,58.19
19440,1.7844,1.9073,0.258,58.22
19450,1.7804,1.9504,0.254,58.25
19460,2.086,1.9142,0.23,58.27
19470,2.1494,1.9077,0.25,58.3
19480,2.1135,1.9217,0.238,58.33
19490,1.8375,1.9296,0.227,58.36
19500,1.7439,1.8908,0.238,58.39
19510,1.9295,1.9112,0.293,58.42
19520,1.9507,1.9316,0.23,58.45
19530,1.8747,1.8911,0.289,58.48
19540,1.905,1.9068,0.238,58.51
19550,2.1885,1.9756,0.25,58.53
19560,2.086,1.9083,0.262,58.56
19570,2.0056,1.9302,0.227,58.59
19580,1.699,1.9072,0.227,58.62
19590,1.892,1.9182,0.23,58.65
19600,1.6579,1.907,0.242,58.68
19610,1.8351,1.9333,0.195,58.71
19620,2.0058,1.9063,0.27,58.74
19630,1.963,1.8986,0.234,58.77
19640,2.0013,1.9561,0.242,58.8
19650,1.8463,1.8856,0.293,58.83
19660,1.991,1.8973,0.238,58.86
19670,2.0212,1.8992,0.258,58.89
19680,1.778,1.9363,0.234,58.91
19690,1.8677,1.933,0.254,58.94
19700,1.7465,1.9014,0.266,58.97
19710,1.8714,1.8779,0.262,59.0
19720,1.8393,1.9282,0.273,59.03
19730,1.8307,1.9672,0.246,59.06
19740,1.9598,1.9113,0.227,59.09
19750,2.0325,1.9257,0.211,59.12
19760,2.151,1.8921,0.25,59.15
19770,2.008,1.8769,0.285,59.17
19780,1.9643,1.9227,0.238,59.2
19790,1.7805,1.9432,0.242,59.23
19800,1.7901,1.9383,0.23,59.26
19810,1.9264,1.894,0.242,59.29
19820,2.0474,1.9331,0.25,59.32
19830,2.0961,1.9265,0.262,59.35
19840,2.047,1.912,0.242,59.38
19850,2.2123,1.9376,0.25,59.41
19860,1.9432,1.9097,0.246,59.43
19870,2.0426,1.9348,0.23,59.46
19880,1.9957,1.92,0.23,59.49
19890,1.7799,1.8811,0.258,59.52
19900,1.8976,1.8831,0.27,59.55
19910,1.8845,1.9225,0.262,59.58
19920,1.8902,1.9034,0.281,59.61
19930,1.8443,1.9145,0.254,59.64
19940,1.998,1.9159,0.254,59.67
19950,2.0047,1.8904,0.238,59.69
19960,1.8423,1.972,0.223,59.72
19970,1.9418,1.9135,0.219,59.75
19980,1.7885,1.8909,0.258,59.78
19990,1.9954,1.9318,0.242,59.81
20000,2.2846,1.9457,0.223,59.84
20010,1.857,1.9069,0.254,59.87
20020,2.0865,1.906,0.262,59.9
20030,1.6808,1.9111,0.23,59.93
20040,2.039,1.8953,0.242,59.96
20050,1.7986,1.9357,0.227,59.99
20060,1.789,1.9718,0.23,60.01
20070,1.8609,1.9134,0.258,60.04
20080,2.0968,1.9396,0.262,60.07
20090,1.9941,1.93,0.273,60.1
20100,1.744,1.9059,0.25,60.13
20110,1.7965,1.9422,0.242,60.16
20120,1.8193,1.934,0.262,60.19
20130,1.8137,1.9012,0.262,60.22
