step,loss,loss_avg10,probe_loss,probe_accuracy,batch_accuracy,lr,grad_norm,step_norm,trust_radius,rho,lambda_star,tr_secular_evals,eig_min,eig_max,wall_clock_s
102.0,2.2769,2.2944,2.2666,0.16,0.219,0.1,0.3071,0.125,0.125,0.04,3.692,32.0,-2.8,4.75,109.9
103.0,2.2799,2.2932,2.2666,0.16,0.188,0.1,0.3883,0.03125,0.03125,1.155,9.54,37.0,-2.35,4.78,110.99
104.0,2.3014,2.2933,2.2712,0.148,0.219,0.1,0.2661,0.0625,0.0625,0.491,5.194,35.0,-3.04,9.06,112.08
105.0,2.2731,2.292,2.2686,0.152,0.125,0.1,0.2476,0.0625,0.0625,0.806,2.444,33.0,-1.45,6.39,113.23
106.0,2.2751,2.2908,2.2797,0.141,0.125,0.1,0.2661,0.125,0.125,0.486,4.488,36.0,-2.89,3.37,114.52
107.0,2.2976,2.291,2.2563,0.168,0.062,0.1,0.2982,0.125,0.125,0.365,2.408,33.0,-1.62,5.82,115.69
108.0,2.2369,2.288,2.2625,0.16,0.188,0.1,0.2691,0.125,0.125,0.654,3.456,35.0,-1.73,6.4,116.83
109.0,2.2747,2.2875,2.2787,0.125,0.094,0.1,0.8103,0.125,0.125,0.438,12.23,35.0,-6.81,6.12,118.0
110.0,2.261,2.2854,2.2564,0.168,0.094,0.1,0.6999,0.125,0.125,1.006,3.488,37.0,-0.682,5.23,119.16
111.0,2.2445,2.2827,2.2697,0.152,0.281,0.1,0.4095,0.25,0.25,0.05,3.315,33.0,-2.45,21.0,120.21
112.0,2.3449,2.285,2.2697,0.152,0.219,0.1,1.322,0.0625,0.0625,0.848,11.43,38.0,-1.52,19.0,121.54
113.0,2.2528,2.2832,2.2528,0.172,0.125,0.1,0.2093,0.125,0.125,1.005,1.921,36.0,-0.752,8.36,122.84
114.0,2.3883,2.2876,2.2614,0.164,0.062,0.1,2.161,0.25,0.25,0.314,5.741,37.0,-1.66,20.1,124.2
115.0,2.2666,2.2864,2.2618,0.16,0.094,0.1,0.3836,0.25,0.25,0.338,1.994,33.0,-1.06,2.52,125.55
116.0,2.3307,2.2881,2.3199,0.117,0.156,0.1,1.239,0.25,0.25,0.115,21.57,36.0,-20.3,14.3,126.93
117.0,2.2997,2.2881,2.268,0.156,0.125,0.1,0.7938,0.0625,0.0625,1.042,15.77,37.0,-4.05,2.44,127.95
118.0,2.2433,2.2857,2.251,0.164,0.156,0.1,0.8455,0.125,0.125,0.205,11.56,35.0,-5.96,4.9,129.2
119.0,2.3443,2.2886,2.2855,0.145,0.062,0.1,1.656,0.03125,0.03125,0.957,32.59,39.0,-1.59,32.7,130.54
120.0,2.2387,2.2864,2.2557,0.16,0.125,0.1,0.9968,0.0625,0.0625,0.736,19.82,37.0,-5.81,5.61,131.84
121.0,2.4542,2.2942,2.3214,0.125,0.094,0.1,3.349,0.0625,0.0625,0.831,21.93,37.0,-9.53,44.3,133.08
122.0,2.1382,2.2873,2.2572,0.16,0.156,0.1,0.4879,0.125,0.125,0.167,5.076,32.0,-4.6,17.3,134.37
123.0,2.2911,2.2879,2.2433,0.168,0.062,0.1,1.125,0.03125,0.03125,1.161,13.06,37.0,-3.55,35.4,135.52
124.0,2.2855,2.2871,2.2358,0.184,0.156,0.1,0.6682,0.0625,0.0625,0.967,5.622,37.0,-1.18,17.4,136.87
125.0,2.272,2.287,2.2359,0.18,0.188,0.1,0.1777,0.125,0.125,0.924,1.267,34.0,-0.767,11.9,137.93
126.0,2.2294,2.2847,2.2296,0.184,0.156,0.1,0.7122,0.25,0.25,-0.274,13.45,36.0,-10.9,3.89,139.41
127.0,2.1982,2.2797,2.2296,0.184,0.125,0.1,0.26,0.0625,0.0625,1.033,4.235,35.0,-1.33,5.33,140.88
128.0,2.2147,2.2786,2.2281,0.184,0.156,0.1,0.642,0.125,0.125,0.94,4.087,35.0,-1.18,15.0,142.36
129.0,2.2156,2.2757,2.2562,0.172,0.188,0.1,0.3439,0.25,0.25,0.034,5.389,32.0,-4.57,29.9,143.73
130.0,2.2267,2.274,2.2562,0.172,0.156,0.1,1.4,0.0625,0.0625,0.587,10.1,36.0,-1.7,37.3,144.98
131.0,2.206,2.272,2.2311,0.184,0.219,0.1,1.586,0.0625,0.0625,1.121,5.987,37.0,-0.832,61.1,146.31
132.0,2.2245,2.266,2.2359,0.18,0.094,0.1,0.8466,0.125,0.125,0.019,9.188,35.0,-3.98,6.47,147.58
133.0,2.3515,2.271,2.2359,0.18,0.156,0.1,0.5779,0.03125,0.03125,0.972,16.62,40.0,-0.958,26.2,148.85
134.0,2.1468,2.2589,2.2304,0.188,0.188,0.1,0.4018,0.0625,0.0625,0.472,9.96,31.0,-9.53,16.4,150.18
135.0,2.2047,2.2558,2.2284,0.188,0.219,0.1,0.8966,0.0625,0.0625,1.023,5.148,36.0,-3.59,51.9,151.61
136.0,2.2825,2.2534,2.2377,0.176,0.219,0.1,2.599,0.125,0.125,0.161,30.01,37.0,-13.0,9.49,153.02
137.0,2.2804,2.2524,2.2523,0.164,0.156,0.1,0.4025,0.03125,0.03125,0.58,16.15,37.0,-5.59,9.39,154.18
138.0,2.3034,2.2554,2.2624,0.156,0.125,0.1,0.6657,0.03125,0.03125,0.876,38.23,37.0,-17.6,1.79,155.46
139.0,2.2516,2.2508,2.25,0.172,0.094,0.1,0.2436,0.0625,0.0625,-0.355,14.53,31.0,-14.1,2.3,156.74
140.0,2.2206,2.2499,2.25,0.172,0.188,0.1,0.312,0.01562,0.01562,0.867,23.59,36.0,-5.4,1.61,158.18
141.0,2.232,2.2388,2.2441,0.176,0.188,0.1,0.5792,0.03125,0.03125,0.63,41.71,35.0,-24.4,6.38,159.68
142.0,2.2714,2.2454,2.2333,0.18,0.062,0.1,0.4129,0.03125,0.03125,0.474,16.65,35.0,-11.3,3.05,161.09
143.0,2.2583,2.2438,2.227,0.172,0.219,0.1,0.4463,0.03125,0.03125,0.951,11.55,36.0,-2.14,21.1,162.42
144.0,2.2182,2.2404,2.2281,0.172,0.094,0.1,0.4693,0.0625,0.0625,0.088,7.279,35.0,-4.6,4.19,163.69
145.0,2.2071,2.2372,2.2281,0.172,0.219,0.1,1.294,0.01563,0.01562,0.984,82.43,41.0,-3.75,5.97,165.14
146.0,2.2291,2.2372,2.2251,0.184,0.188,0.1,1.231,0.03125,0.03125,1.061,21.81,38.0,-3.24,34.3,166.51
147.0,2.1558,2.235,2.2237,0.18,0.312,0.1,0.3648,0.0625,0.0625,0.847,6.769,32.0,-6.36,26.5,167.86
148.0,2.1935,2.234,2.226,0.18,0.156,0.1,2.593,0.125,0.125,0.201,10.98,35.0,-6.94,37.6,169.04
149.0,2.4348,2.2449,2.3382,0.117,0.125,0.1,3.936,0.03125,0.03125,0.896,114.7,38.0,-15.4,30.0,170.47
150.0,2.1331,2.2403,2.2744,0.145,0.156,0.1,0.6306,0.0625,0.0625,0.583,12.47,35.0,-8.05,40.0,171.77
151.0,2.3623,2.2481,2.2893,0.145,0.125,0.1,2.546,0.0625,0.0625,0.837,25.98,37.0,-8.57,21.8,172.99
152.0,2.2862,2.2512,2.2258,0.18,0.094,0.1,0.3726,0.125,0.125,0.846,2.958,36.0,-1.75,33.4,174.44
153.0,2.2317,2.2452,2.2226,0.18,0.156,0.1,1.631,0.25,0.25,0.151,3.148,33.0,-2.4,53.4,175.98
154.0,2.2126,2.2484,2.232,0.172,0.125,0.1,0.3682,0.0625,0.0625,1.017,4.827,35.0,-1.53,9.77,177.33
155.0,2.227,2.2496,2.2324,0.164,0.156,0.1,0.4169,0.125,0.125,1.002,2.665,36.0,-1.4,17.8,179.06
156.0,2.2011,2.2455,2.2526,0.168,0.156,0.1,0.6009,0.25,0.25,-0.218,7.201,36.0,-5.72,25.8,180.63
157.0,2.2189,2.2424,2.2526,0.168,0.156,0.1,0.5349,0.0625,0.0625,0.827,6.014,35.0,-2.03,35.7,182.22
158.0,2.2185,2.2382,2.2658,0.16,0.219,0.1,1.437,0.125,0.125,0.302,5.303,36.0,-3.55,38.4,183.53
159.0,2.2334,2.2373,2.2185,0.191,0.156,0.1,0.394,0.125,0.125,0.573,4.613,36.0,-3.11,7.49,185.0
160.0,2.14,2.2332,2.2468,0.145,0.156,0.1,0.4208,0.125,0.125,0.197,7.029,35.0,-4.7,7.57,186.44
161.0,2.1962,2.2315,2.211,0.184,0.125,0.1,0.8368,0.03125,0.03125,0.18,24.35,38.0,-3.27,5.18,188.13
162.0,2.2712,2.2314,2.2173,0.191,0.125,0.1,0.2709,0.007813,0.007812,0.986,34.26,39.0,-1.38,16.4,189.44
163.0,2.2357,2.2303,2.2173,0.191,0.156,0.1,0.4923,0.01563,0.01562,0.626,34.47,38.0,-7.32,7.9,190.87
164.0,2.295,2.2342,2.213,0.188,0.156,0.1,0.9729,0.01562,0.01562,0.937,61.41,40.0,-1.23,10.6,192.18
165.0,2.1731,2.2325,2.2134,0.188,0.219,0.1,1.398,0.03125,0.03125,0.789,41.19,39.0,-3.1,7.5,193.68
166.0,2.2288,2.2324,2.21,0.188,0.188,0.1,1.122,0.0625,0.0625,0.476,14.67,38.0,-1.73,8.63,195.31
167.0,2.2882,2.2391,2.223,0.176,0.125,0.1,0.1843,0.0625,0.0625,0.981,2.686,33.0,-2.42,23.5,196.82
168.0,2.2788,2.2433,2.2267,0.172,0.094,0.1,0.4806,0.125,0.125,-0.393,15.62,35.0,-12.1,3.59,198.4
169.0,2.2589,2.2345,2.2267,0.172,0.031,0.1,0.4548,0.03125,0.03125,0.918,18.73,37.0,-5.44,2.18,200.28
170.0,2.253,2.2405,2.2143,0.188,0.031,0.1,0.3281,0.0625,0.0625,-0.165,8.618,35.0,-5.27,6.44,201.61
171.0,2.2011,2.2325,2.2143,0.188,0.062,0.1,0.2867,0.01563,0.01562,1.021,17.79,38.0,-1.55,7.65,203.02
172.0,2.2579,2.2311,2.2145,0.188,0.125,0.1,0.8442,0.03125,0.03125,1.439,13.42,37.0,-3.08,31.5,204.8
173.0,2.2624,2.2326,2.2087,0.188,0.219,0.1,0.4925,0.0625,0.0625,0.58,6.2,35.0,-2.9,9.03,206.37
174.0,2.2261,2.2333,2.225,0.168,0.188,0.1,0.9161,0.0625,0.0625,0.634,16.61,37.0,-3.92,6.8,207.73
