step,loss,loss_avg10,probe_loss,probe_accuracy,batch_accuracy,lr,grad_norm,step_norm,trust_radius,rho,lambda_star,tr_secular_evals,eig_min,eig_max,wall_clock_s
105.0,2.6449,2.6012,2.5498,0.141,0.094,0.1,17.8,0.001953,0.001953,0.765,9064.0,40.0,-1080.0,734.0,110.76
106.0,2.3094,2.5987,2.5403,0.133,0.188,0.1,14.14,0.003906,0.003906,0.736,1471.0,40.0,-65.2,7740.0,111.87
107.0,2.6217,2.6029,2.5389,0.145,0.062,0.1,19.45,0.003906,0.003906,0.902,3716.0,37.0,-1330.0,4730.0,112.91
108.0,2.7764,2.6063,2.5418,0.141,0.094,0.1,11.93,0.007812,0.007812,0.169,10790.0,36.0,-9530.0,90.6,114.12
109.0,2.4093,2.5942,2.5372,0.133,0.094,0.1,9.054,0.001953,0.001953,0.757,4494.0,38.0,-1000.0,920.0,115.36
110.0,2.7065,2.6082,2.5367,0.133,0.062,0.1,6.911,0.003906,0.003906,0.896,1408.0,35.0,-1050.0,1780.0,116.6
111.0,2.6554,2.6132,2.5407,0.137,0.062,0.1,12.84,0.007813,0.007812,-0.166,3031.0,35.0,-2390.0,1610.0,117.73
112.0,2.5245,2.5915,2.5407,0.137,0.094,0.1,20.48,0.001953,0.001953,0.902,8256.0,39.0,-557.0,2640.0,118.92
113.0,2.517,2.5781,2.5362,0.137,0.031,0.1,6.197,0.003906,0.003906,0.16,6974.0,35.0,-5780.0,199.0,120.32
114.0,2.423,2.5775,2.5379,0.129,0.062,0.1,15.58,0.0009766,0.0009766,0.947,11340.0,44.0,-85.7,8030.0,121.48
115.0,2.6019,2.5676,2.5397,0.129,0.094,0.1,8.211,0.001953,0.001953,0.97,5083.0,37.0,-2040.0,2160.0,122.6
116.0,2.3106,2.546,2.5369,0.129,0.219,0.1,4.619,0.003906,0.003906,0.549,1013.0,37.0,-486.0,6650.0,123.85
117.0,2.53,2.5518,2.5348,0.133,0.094,0.1,8.322,0.003906,0.003906,1.214,4988.0,35.0,-3420.0,670.0,125.32
118.0,2.8636,2.5651,2.5393,0.133,0.062,0.1,6.405,0.007812,0.007812,0.34,1340.0,35.0,-840.0,2550.0,126.53
119.0,2.4677,2.5618,2.5464,0.137,0.125,0.1,3.366,0.007813,0.007812,0.723,558.9,36.0,-501.0,9050.0,127.7
120.0,2.5701,2.5668,2.5441,0.129,0.094,0.1,11.37,0.007813,0.007812,-0.243,3195.0,35.0,-2630.0,2870.0,128.98
121.0,2.5667,2.5573,2.5441,0.129,0.188,0.1,33.29,0.001953,0.001953,0.872,17430.0,40.0,-861.0,390.0,130.21
122.0,2.7595,2.5636,2.545,0.129,0.031,0.1,11.84,0.003906,0.003906,0.568,9988.0,35.0,-7270.0,558.0,131.64
123.0,2.5676,2.5674,2.5449,0.121,0.125,0.1,7.362,0.003906,0.003906,0.991,2147.0,37.0,-619.0,247.0,133.02
124.0,2.5584,2.5692,2.5502,0.117,0.094,0.1,7.697,0.007813,0.007812,0.558,860.4,38.0,-180.0,1750.0,134.23
125.0,2.5739,2.5657,2.5457,0.125,0.062,0.1,3.337,0.007813,0.007812,0.041,10080.0,36.0,-9920.0,1770.0,135.66
126.0,2.4127,2.5708,2.5457,0.125,0.094,0.1,13.29,0.001953,0.001953,0.64,10850.0,37.0,-4610.0,158.0,137.18
127.0,2.5581,2.5676,2.5392,0.125,0.188,0.1,4.357,0.001953,0.001953,2.325,1680.0,39.0,-191.0,2600.0,138.21
128.0,2.5511,2.5564,2.5374,0.125,0.156,0.1,7.381,0.003906,0.003906,0.711,1459.0,37.0,-516.0,2950.0,139.7
129.0,2.5409,2.563,2.5439,0.125,0.031,0.1,20.73,0.003906,0.003906,0.885,4638.0,38.0,-985.0,1990.0,141.03
130.0,2.5827,2.5568,2.5307,0.125,0.062,0.1,5.235,0.007812,0.007812,0.23,423.8,37.0,-186.0,1380.0,142.28
131.0,2.525,2.5502,2.5229,0.129,0.125,0.1,12.23,0.001953,0.001953,0.674,5837.0,40.0,-312.0,916.0,143.53
132.0,2.7001,2.559,2.5204,0.137,0.094,0.1,3.442,0.001953,0.001953,0.997,1640.0,42.0,-16.5,1740.0,144.78
133.0,2.5225,2.5593,2.5208,0.137,0.062,0.1,13.07,0.003906,0.003906,0.48,3323.0,37.0,-976.0,137.0,146.08
134.0,2.4543,2.5609,2.5267,0.141,0.156,0.1,6.216,0.003906,0.003906,0.551,3390.0,35.0,-2170.0,1710.0,147.4
135.0,2.6929,2.5654,2.5325,0.141,0.094,0.1,4.79,0.003906,0.003906,0.021,2207.0,35.0,-1660.0,123.0,148.6
136.0,2.4432,2.572,2.5325,0.141,0.125,0.1,12.52,0.0009766,0.0009766,1.287,12300.0,41.0,-262.0,2070.0,149.96
137.0,2.8213,2.5866,2.5327,0.145,0.0,0.1,6.861,0.001953,0.001953,0.512,5055.0,37.0,-1870.0,225.0,151.4
138.0,2.4136,2.5641,2.5295,0.145,0.188,0.1,16.81,0.001953,0.001953,0.646,8172.0,42.0,-87.4,586.0,152.72
139.0,2.403,2.5609,2.5324,0.145,0.219,0.1,4.499,0.001953,0.001953,1.04,1988.0,40.0,-227.0,3660.0,153.93
140.0,2.3775,2.5512,2.5327,0.145,0.062,0.1,11.11,0.003906,0.003906,0.676,1851.0,39.0,-155.0,3950.0,155.31
141.0,2.6471,2.5553,2.5297,0.145,0.0,0.1,6.636,0.003906,0.003906,1.288,1876.0,38.0,-442.0,162.0,156.64
142.0,2.7337,2.554,2.53,0.137,0.062,0.1,2.277,0.007812,0.007812,0.798,324.8,37.0,-145.0,1460.0,157.88
143.0,2.4111,2.5462,2.5206,0.141,0.125,0.1,11.98,0.01563,0.01562,0.155,1541.0,35.0,-971.0,687.0,159.39
144.0,2.4257,2.5395,2.5099,0.133,0.188,0.1,3.534,0.003906,0.003906,0.681,1431.0,35.0,-951.0,3030.0,160.75
145.0,2.647,2.5432,2.5013,0.141,0.125,0.1,5.723,0.003906,0.003906,0.488,1466.0,39.0,-161.0,219.0,162.09
146.0,2.4626,2.5457,2.4979,0.133,0.094,0.1,4.425,0.003906,0.003906,1.2,1107.0,39.0,-119.0,579.0,163.33
147.0,2.6149,2.5485,2.4953,0.129,0.125,0.1,5.321,0.007813,0.007812,0.576,843.2,37.0,-295.0,268.0,164.85
148.0,2.4957,2.5457,2.4924,0.137,0.125,0.1,3.917,0.007812,0.007812,1.072,406.6,40.0,-46.6,512.0,166.16
149.0,2.3667,2.537,2.4922,0.133,0.188,0.1,5.171,0.01562,0.01562,1.368,161.7,38.0,-34.6,2790.0,167.59
150.0,2.5767,2.5367,2.4954,0.137,0.031,0.1,3.674,0.03125,0.03125,0.932,69.24,35.0,-36.1,3640.0,168.81
151.0,2.4802,2.5345,2.491,0.145,0.188,0.1,1.978,0.0625,0.0625,0.085,215.1,36.0,-202.0,798.0,170.26
152.0,2.4986,2.5244,2.491,0.145,0.094,0.1,9.841,0.01562,0.01562,0.293,1539.0,35.0,-975.0,46.2,171.51
153.0,2.6966,2.5331,2.5027,0.113,0.0,0.1,4.005,0.01562,0.01562,0.591,428.9,35.0,-257.0,137.0,172.82
154.0,2.723,2.5466,2.5145,0.129,0.094,0.1,3.761,0.01563,0.01562,0.012,1499.0,36.0,-1360.0,1510.0,174.39
155.0,2.414,2.5326,2.5145,0.129,0.125,0.1,1.951,0.003906,0.003906,0.891,694.6,37.0,-315.0,115.0,175.86
156.0,2.4154,2.5312,2.5102,0.117,0.156,0.1,1.829,0.007812,0.007812,1.214,116.3,39.0,-10.7,1760.0,177.18
157.0,2.5519,2.5178,2.5109,0.121,0.094,0.1,3.234,0.01563,0.01562,0.096,6572.0,36.0,-6550.0,327.0,178.68
158.0,2.5342,2.5238,2.5109,0.121,0.031,0.1,3.95,0.003906,0.003906,0.221,4303.0,35.0,-3560.0,102.0,180.11
159.0,2.4776,2.5275,2.5052,0.117,0.062,0.1,3.193,0.0009766,0.0009766,1.967,3109.0,39.0,-194.0,860.0,181.54
160.0,2.5655,2.5369,2.5049,0.117,0.031,0.1,4.046,0.001953,0.001953,0.571,4559.0,35.0,-2890.0,129.0,182.79
161.0,2.4404,2.5266,2.5074,0.121,0.062,0.1,2.012,0.001953,0.001953,0.889,1041.0,38.0,-134.0,812.0,184.11
162.0,2.5933,2.5196,2.5077,0.117,0.094,0.1,4.433,0.003906,0.003906,0.174,1000.0,40.0,-44.0,512.0,185.47
163.0,2.4991,2.524,2.5134,0.121,0.094,0.1,9.412,0.0009766,0.0009766,1.083,9846.0,40.0,-490.0,273.0,186.62
164.0,2.3829,2.5218,2.5143,0.129,0.156,0.1,5.263,0.001953,0.001953,1.102,2710.0,39.0,-170.0,125.0,188.3
165.0,2.327,2.5058,2.5129,0.121,0.219,0.1,3.621,0.003906,0.003906,0.582,813.1,38.0,-148.0,1250.0,189.8
166.0,2.7106,2.5182,2.5078,0.117,0.031,0.1,2.954,0.003906,0.003906,0.436,2841.0,36.0,-2600.0,41.4,191.47
167.0,2.3705,2.506,2.5114,0.125,0.156,0.1,8.023,0.003906,0.003906,0.585,6336.0,35.0,-4670.0,54.5,192.63
168.0,2.6128,2.5118,2.518,0.129,0.094,0.1,1.648,0.003906,0.003906,1.023,403.3,39.0,-98.5,477.0,193.87
169.0,2.3976,2.5134,2.5113,0.125,0.156,0.1,2.488,0.007813,0.007812,0.076,1442.0,36.0,-1410.0,26000.0,195.51
170.0,2.5855,2.5138,2.5113,0.125,0.125,0.1,5.117,0.001953,0.001953,1.099,1877.0,40.0,-222.0,2190.0,197.06
171.0,2.4804,2.5138,2.5083,0.125,0.094,0.1,4.609,0.003906,0.003906,1.005,1191.0,38.0,-247.0,2540.0,198.59
172.0,2.6297,2.5204,2.5078,0.125,0.094,0.1,1.392,0.007812,0.007812,0.407,225.6,35.0,-186.0,455.0,199.96
173.0,2.6923,2.5202,2.5086,0.125,0.094,0.1,10.09,0.007813,0.007812,0.103,1429.0,38.0,-218.0,44.9,201.31
174.0,2.3696,2.5025,2.52,0.133,0.094,0.1,5.433,0.001953,0.001953,0.811,3040.0,37.0,-931.0,748.0,202.74
175.0,2.4167,2.5026,2.5184,0.137,0.125,0.1,4.615,0.003906,0.003906,1.084,1077.0,38.0,-194.0,309.0,204.3
176.0,2.3918,2.5015,2.5121,0.125,0.281,0.1,3.723,0.007812,0.007812,-0.249,506.8,35.0,-421.0,271.0,205.98
177.0,2.3951,2.4936,2.5121,0.125,0.094,0.1,2.219,0.001953,0.001953,0.948,1225.0,37.0,-360.0,2000.0,207.68
178.0,2.5572,2.4948,2.5084,0.125,0.125,0.1,7.261,0.003906,0.003906,1.495,1041.0,40.0,-119.0,4490.0,208.93
179.0,2.4537,2.4936,2.5096,0.117,0.062,0.1,1.589,0.007812,0.007812,0.513,533.3,36.0,-460.0,1080.0,210.19
180.0,2.3365,2.4821,2.5237,0.137,0.219,0.1,12.76,0.007813,0.007812,-0.001,4502.0,35.0,-3110.0,294.0,211.88
181.0,2.5774,2.489,2.5237,0.137,0.062,0.1,3.708,0.001953,0.001953,1.059,1839.0,39.0,-190.0,256.0,213.8
182.0,2.4534,2.482,2.5223,0.129,0.156,0.1,3.485,0.003906,0.003906,1.001,815.8,39.0,-58.7,476.0,215.41
